Hour_End,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,ERCOT
1/5/2010 1:00,9472.294284,1733.319139,1277.490174,1066.502896,14319.52067,2871.707456,6242.650441,1235.303547,38218.78861
1/5/2010 2:00,9344.252833,1557.346816,1274.736407,1064.795637,14210.39589,2797.69723,6276.242931,1247.270466,37772.73821
1/5/2010 3:00,9284.59238,1793.394106,1288.748694,1072.930861,14419.05425,2778.3292,6354.957072,1268.758863,38260.76542
1/5/2010 4:00,9404.25099,1796.610678,1301.568656,1089.181364,14806.9059,2767.603932,6484.622541,1293.447698,38944.19176
1/5/2010 5:00,9810.290072,1693.093531,1308.971906,1103.301099,15273.2448,2929.100749,6791.568852,1331.127363,40240.69837
1/5/2010 6:00,10624.14283,1785.606057,1366.568566,1176.117684,16376.97071,3191.59214,7418.485019,1409.328579,43348.81159
1/5/2010 7:00,11721.77251,2172.104392,1409.777139,1299.517256,18088.42754,3556.424325,8316.182921,1513.400719,48077.6068
1/5/2010 8:00,12048.38293,2097.041599,1443.634845,1299.601683,18748.6842,3587.77044,8502.504245,1573.864005,49301.48395
1/5/2010 9:00,11930.48479,1878.152391,1396.579331,1364.893842,17737.44908,3441.755635,8073.485634,1492.580066,47315.38077
1/5/2010 10:00,11842.01019,2108.423676,1353.718158,1301.954722,16624.90642,3307.547787,7565.942326,1385.113999,45489.61728
1/5/2010 11:00,11578.45629,2051.45394,1324.738504,1142.112622,15805.38735,3197.386294,7162.644767,1307.404895,43569.58467
1/5/2010 12:00,11434.28204,1967.347802,1278.324604,1085.489226,14777.01791,3050.207453,6721.704673,1222.558191,41536.9319
1/5/2010 13:00,11014.49728,1618.838312,1241.113517,1043.763029,14074.44015,2944.024575,6322.217184,1132.789894,39391.68395
1/5/2010 14:00,10794.50159,1522.864509,1198.729267,1005.282001,13297.70101,2793.366681,5979.482038,1048.393199,37640.32029
1/5/2010 15:00,10319.33451,1529.802037,1163.732447,983.106795,12798.16501,2712.804573,5709.467893,1036.464224,36252.87749
1/5/2010 16:00,10226.24582,1966.089707,1133.06234,1089.608836,12380.72153,2650.965633,5590.29039,1017.554115,36054.53837
1/5/2010 17:00,10309.04909,1620.035172,1138.854627,1100.676636,12529.1426,2652.262843,5681.146245,1032.87054,36064.03775
1/5/2010 18:00,11042.02526,1675.090569,1179.013022,1046.319694,13777.90875,2844.311514,6159.346633,1102.469495,38826.48494
1/5/2010 19:00,11851.83316,1832.950244,1267.193822,1139.852943,15377.24361,3183.802467,6980.525946,1235.500325,42868.90252
1/5/2010 20:00,11928.85197,1783.586016,1326.394423,1152.016964,15812.60496,3343.37573,7223.779029,1268.736138,43839.34523
1/5/2010 21:00,11669.0567,1843.907755,1356.547716,1181.988425,16062.37577,3404.754512,7286.25036,1281.380109,44086.26134
1/5/2010 22:00,11425.10151,1851.86267,1321.090512,1148.495632,15519.93074,3272.353483,7099.16573,1258.383324,42896.3836
1/5/2010 23:00,10806.75853,1712.686583,1287.094001,1238.417691,14664.06106,3114.031717,6687.11951,1220.54284,40730.71193
1/6/2010 0:00,10271.73471,1547.688382,1221.754735,1176.17463,13870.20279,2839.70766,6237.348852,1157.392196,38322.00396
1/6/2010 1:00,9265.355169,1734.43765,1273.200198,1200.366303,13812.32346,2646.494442,5987.022828,1150.846422,37070.04647
1/6/2010 2:00,9082.120069,1747.712215,1267.936239,1205.270896,13708.64671,2542.278076,5849.123712,1152.00744,36555.09536
1/6/2010 3:00,9087.996529,1766.895942,1275.636934,1211.202532,13698.11222,2507.73303,5765.090502,1158.12383,36470.79152
1/6/2010 4:00,9124.068205,1749.700448,1293.371263,1080.125604,13933.44956,2457.199067,5746.958623,1170.180429,36555.0532
1/6/2010 5:00,9443.845848,1836.612742,1300.164948,1092.400593,14174.87246,2512.414754,5871.56383,1192.590001,37424.46517
1/6/2010 6:00,10078.86982,1930.953939,1349.043206,1144.558927,14965.26816,2713.240341,6320.622258,1254.977266,39757.53392
1/6/2010 7:00,10973.52974,2250.798066,1408.82424,1257.411962,16473.54815,2953.649632,7077.568616,1351.204366,43746.53476
1/6/2010 8:00,11092.4651,2309.100118,1415.837446,1239.550731,17119.70471,3008.15799,7207.147229,1386.54498,44778.50831
1/6/2010 9:00,10881.64144,2453.504624,1363.776883,1215.818039,16326.10425,2966.396532,6836.719796,1335.545462,43379.50703
1/6/2010 10:00,10827.28763,2463.002092,1347.312842,1185.318505,15932.76138,2830.524501,6682.075038,1289.423117,42557.70511
1/6/2010 11:00,10885.13545,2372.569363,1327.090357,1148.782922,15517.32648,2760.701278,6536.281941,1258.087506,41805.9753
1/6/2010 12:00,10620.52541,2329.990971,1301.292087,1121.050774,15209.25137,2722.441524,6415.090705,1223.901802,40943.54464
1/6/2010 13:00,10269.47308,2276.890969,1278.12169,1098.310745,14826.00987,2726.084145,6300.012305,1187.995212,39962.89802
1/6/2010 14:00,10202.29965,2232.666403,1253.52868,1074.144239,14331.099,2672.178055,6193.994827,1131.476741,39091.3876
1/6/2010 15:00,9979.698747,2162.140654,1209.169498,1040.080726,13964.6521,2615.53727,6108.980806,1089.679275,38169.93908
1/6/2010 16:00,10071.76284,2165.292587,1193.41296,1019.995524,13639.86773,2588.716381,6095.65849,1072.814843,37847.52135
1/6/2010 17:00,10188.15305,2220.83814,1186.620343,1023.196396,13791.56457,2603.941209,6202.061824,1089.495292,38305.87082
1/6/2010 18:00,10549.2473,2279.952587,1205.260347,1069.786073,14415.37297,2720.399185,6511.698797,1134.953451,39886.67071
1/6/2010 19:00,10837.72286,2330.442807,1259.308984,1125.194866,14828.58715,2903.42781,6801.367505,1216.320725,41302.37271
1/6/2010 20:00,10632.48256,2303.697747,1287.935174,1114.293011,14596.87493,2949.634095,6742.448272,1210.231594,40837.59738
1/6/2010 21:00,10366.21613,2223.188616,1296.189619,1111.315331,14310.44948,2886.075393,6570.992051,1207.735909,39972.16253
1/6/2010 22:00,9869.938022,2171.233795,1277.194588,1224.019701,13726.90396,2780.391618,6234.283492,1180.863826,38464.829
1/6/2010 23:00,9110.844014,1647.719075,1255.292807,1173.960798,12791.43482,2637.830626,5718.547498,1134.680733,35470.31037
1/7/2010 0:00,8423.305585,1536.887541,1218.986704,1127.713205,11735.87826,2360.234289,5186.053716,1076.655677,32665.71497
1/7/2010 1:00,7877.099365,1780.707524,1169.978673,1099.823742,11562.8587,2114.738212,4838.424314,1060.041014,31503.67154
1/7/2010 2:00,7619.701575,1865.231375,1173.460037,1118.895314,11691.10724,2098.694947,4681.212747,1070.109952,31318.41318
1/7/2010 3:00,7471.799001,1855.196969,1195.04756,1141.347895,12142.22385,2151.083746,4608.398877,1097.821954,31662.91985
1/7/2010 4:00,7565.770796,1883.364786,1236.619896,1170.776306,12904.45521,2056.28469,4603.795262,1137.326404,32558.39335
1/7/2010 5:00,7848.692647,1948.887538,1279.60518,1213.494956,13728.31993,2153.853995,4844.429974,1190.368188,34207.65241
1/7/2010 6:00,8607.9692,2083.436651,1357.307412,1162.907539,15204.80195,2357.403918,5514.539489,1290.101352,37578.46751
1/7/2010 7:00,9475.988073,2420.295873,1430.965456,1294.677978,17258.87051,2651.098514,6669.049699,1429.154709,42630.10081
1/7/2010 8:00,9845.97775,2519.412286,1473.047153,1309.139986,18425.66758,2703.923519,7258.012115,1529.269992,45064.45038
1/7/2010 9:00,10315.98835,2246.754433,1439.925876,1276.822737,18216.36607,2907.608384,7458.824673,1532.657175,45394.9477
1/7/2010 10:00,10978.72524,2294.008257,1464.150538,1296.480716,18244.29212,2853.000729,7707.71098,1540.407925,46378.77651
1/7/2010 11:00,11002.05622,2341.272976,1488.396305,1289.485717,18400.70277,2873.590947,7892.309827,1560.335386,46848.15016
1/7/2010 12:00,11204.71098,2274.485885,1466.471746,1247.619359,17849.02396,3039.473567,7856.565517,1510.296253,46448.64727
1/7/2010 13:00,11475.34091,2239.898568,1403.64466,1208.026112,17211.66332,3117.232769,7653.924729,1448.569836,45758.3009
1/7/2010 14:00,11641.09032,2234.37978,1382.352556,1201.80846,16853.22718,2894.632751,7412.271112,1401.404156,45021.16631
1/7/2010 15:00,11213.28487,2173.861478,1330.229931,1180.712168,16565.62703,3214.28607,7130.511074,1342.11175,44150.62437
1/7/2010 16:00,11379.36297,2192.755493,1313.746109,1162.683463,16354.55021,3120.516214,7026.988251,1341.308269,43891.91097
1/7/2010 17:00,11441.34006,2212.235956,1333.200705,1186.556162,16870.84476,3299.972975,7251.115705,1383.4646,44978.73093
1/7/2010 18:00,12244.38639,2194.076574,1422.565272,1276.057602,18287.91855,3415.85401,7963.445464,1468.656807,48272.96067
1/7/2010 19:00,12832.4952,2311.957788,1533.132729,1368.767398,19516.72063,4012.122712,8772.34131,1584.326569,51931.86433
1/7/2010 20:00,12977.39923,2306.376979,1578.443507,1348.498582,19752.93982,3886.471072,8857.769107,1612.40516,52320.30346
1/7/2010 21:00,12692.90882,2270.265382,1616.510892,1359.394101,19781.62482,3882.651222,8760.945318,1614.20594,51978.50649
1/7/2010 22:00,12277.49643,2290.045132,1609.186076,1342.285715,19335.38793,3932.096609,8630.532939,1607.705409,51024.73624
1/7/2010 23:00,11942.42485,2092.65712,1541.734993,1308.661968,18440.06503,3785.783364,8236.055911,1561.401769,48908.785
1/8/2010 0:00,11622.69701,2033.192826,1480.50563,1240.219412,17536.94141,3760.924776,7957.982949,1516.026511,47148.49052
1/8/2010 1:00,11170.00541,1792.393131,1415.623573,1217.589259,17238.67877,3722.440492,7801.441497,1475.501431,45833.67357
1/8/2010 2:00,10926.94976,1814.148063,1405.421089,1236.935743,17148.94852,3659.737282,7720.760332,1476.4496,45389.35039
1/8/2010 3:00,10784.30479,1854.570539,1425.513032,1263.563587,17388.34577,3588.74721,7764.439206,1493.889212,45563.37334
1/8/2010 4:00,10929.21539,1911.857048,1415.577635,1270.344677,17746.07572,3641.073075,7865.829121,1490.065643,46270.03831
1/8/2010 5:00,11314.30964,1968.171699,1421.400361,1291.573081,18098.84258,3831.892416,8091.333885,1512.895997,47530.41965
1/8/2010 6:00,12053.821,2083.334485,1484.131216,1376.403445,19024.38613,4087.950095,8602.072266,1565.904626,50278.00327
1/8/2010 7:00,12837.16151,2305.186503,1512.81282,1487.024505,20603.78038,4553.400559,9369.581834,1671.427178,54340.37529
1/8/2010 8:00,13303.68316,2287.747351,1577.930097,1459.835549,21444.10682,4456.755653,9621.357928,1735.514529,55886.93108
1/8/2010 9:00,13539.8564,2117.002434,1536.047368,1434.098557,20845.21854,4494.120194,9395.455523,1719.099958,55080.89897
1/8/2010 10:00,13754.85962,2106.928615,1519.91898,1385.922457,20271.51961,4661.824467,9297.48302,1707.259043,54705.71581
1/8/2010 11:00,13585.46628,2102.996342,1495.388633,1426.311123,19692.27251,4638.237818,9205.378214,1685.844041,53831.89496
1/8/2010 12:00,13680.97895,2013.004442,1474.485853,1368.853154,18746.98355,4550.197968,9023.940683,1619.412679,52477.85727
1/8/2010 13:00,13357.82392,1936.220618,1439.260558,1310.505588,18188.392,4434.560779,8742.616893,1548.854476,50958.23483
1/8/2010 14:00,13181.70123,1891.463077,1413.309762,1292.555808,17389.92626,4277.329909,8527.873604,1462.482154,49436.6418
1/8/2010 15:00,12759.37123,1842.036045,1380.927272,1172.278249,16966.1867,4258.916794,8294.782047,1392.183236,48066.68158
1/8/2010 16:00,12669.20996,1835.221553,1355.048507,1133.879427,16756.75565,4136.007485,8115.004535,1385.812649,47386.93977
1/8/2010 17:00,12905.05895,1858.633531,1380.569772,1169.471861,16802.49893,4164.897707,8240.808438,1396.445415,47918.3846
1/8/2010 18:00,13501.8346,1949.082933,1391.525263,1239.326174,17849.51718,4248.10064,8578.235058,1442.126447,50199.74829
1/8/2010 19:00,14410.2692,2064.736015,1442.25793,1390.962611,18630.93525,4478.787847,9001.193011,1559.887342,52979.02921
1/8/2010 20:00,14227.48446,2078.802052,1475.015762,1365.521719,18750.96127,4570.944323,9042.003704,1575.820118,53086.5534
1/8/2010 21:00,13804.32956,2103.891628,1487.723009,1391.580821,18929.25921,4522.026498,9014.387744,1570.822417,52824.02089
1/8/2010 22:00,13498.92397,2164.635133,1456.436592,1289.661424,18450.62277,4485.641484,8886.757856,1559.009367,51791.68859
1/8/2010 23:00,12996.68913,2286.074723,1403.190575,1274.566427,17822.30798,4354.655087,8648.030782,1546.094515,50331.60922
1/9/2010 0:00,12336.8525,2214.752737,1364.05619,1226.940286,17519.97463,4310.72646,8424.34503,1512.536832,48910.18466
1/9/2010 1:00,11308.81093,1961.476844,1383.695184,1244.048401,17853.01594,4240.751151,8334.576334,1480.669663,47807.04444
1/9/2010 2:00,11192.12707,1970.652604,1378.174396,1238.091729,17690.24538,4218.88478,8367.285467,1490.324747,47545.78617
1/9/2010 3:00,10985.87318,2054.914019,1381.998967,1257.624479,17918.44495,4178.178804,8456.27846,1525.09663,47758.40949
1/9/2010 4:00,11067.49452,2125.399373,1388.621795,1267.853369,18150.41749,4114.210921,8553.586936,1547.42422,48215.00863
1/9/2010 5:00,11225.37156,2142.40122,1382.319813,1271.466024,18315.23957,4397.090441,8774.620004,1562.345437,49070.85407
1/9/2010 6:00,11471.09967,2075.877724,1408.046137,1301.871186,18764.18797,4499.940656,9070.213721,1609.879408,50201.11647
1/9/2010 7:00,11634.78137,2454.004916,1386.77778,1328.415425,19507.80603,4765.464636,9364.033281,1646.682976,52087.96642
1/9/2010 8:00,12508.66992,2332.361349,1422.222531,1323.230769,19687.27028,4669.952027,9544.978729,1683.859098,53172.5447
1/9/2010 9:00,12648.41011,2265.095179,1409.554764,1341.322627,19282.63263,4733.544348,9406.362728,1667.971354,52754.89374
1/9/2010 10:00,12834.7429,2241.477161,1377.273475,1326.006709,18331.54226,4571.331944,8974.321374,1565.172478,51221.86829
1/9/2010 11:00,12031.92463,2145.000227,1300.710027,1252.079146,17759.43728,4385.333094,8428.722294,1466.338491,48769.54519
1/9/2010 12:00,11856.65964,2006.122939,1198.729166,1166.753492,16467.8502,3995.575118,7854.121498,1330.890418,45876.70247
1/9/2010 13:00,11453.22246,1865.068457,1244.858668,1137.688366,15173.1905,3823.854193,7327.541175,1281.395012,43306.81883
1/9/2010 14:00,11272.02707,1748.823457,1240.573837,1083.720105,14032.99384,3464.122372,6842.622835,1211.225001,40896.10852
1/9/2010 15:00,10507.70916,1663.974669,1234.786364,1036.860694,13465.87546,3338.29083,6482.103336,1196.778625,38926.37913
1/9/2010 16:00,10240.8516,1650.771877,1215.102978,994.062666,13201.35733,3123.085228,6252.21301,1145.860699,37823.30539
1/9/2010 17:00,10370.52875,1625.474928,1214.617616,989.91972,13373.7443,3063.94139,6248.624763,1108.99234,37995.8438
1/9/2010 18:00,11022.28976,1777.007629,1229.096529,1066.433604,14688.20089,3138.720508,6709.945192,1158.896117,40790.59022
1/9/2010 19:00,11874.0133,1904.717057,1279.312275,1160.220168,16129.94589,3655.863617,7545.176894,1275.45705,44824.70626
1/9/2010 20:00,11921.94136,2002.535225,1339.673821,1194.721709,16466.38106,3820.935034,7867.218907,1312.643958,45926.05108
1/9/2010 21:00,11883.85934,2052.570011,1349.829982,1223.351648,16676.59057,3914.493719,7970.094617,1325.62501,46396.41489
1/9/2010 22:00,11983.02398,2056.304402,1336.215622,1188.995201,16567.48297,4010.101492,7981.383962,1334.848179,46458.35581
