TEODP Subset Summer 2017 CPU:ProgramCode_DP-CR3000_Updated_28-Jul-2016.CR3,,,,,,,,,,,,,
TimeStamp,WS10mMax_m/s,WS10mMin_m/s,WS10mAvg_m/s,WS10mStd_m/s,WS2mMax_m/s,WS2mMin_m/s,WS2mAvg_m/s,WS2mStd_m/s,WindDir10m_Deg,AirT10mAvg_DegC,AirT2mAvg_DegC,BPAvg_mmHg,RH_Perc
6/27/2017 1:15,3,1.11,1.8,0.39,2.5,0,1.56,0.55,128.8,25.15,24.88,463.3,71.6
6/27/2017 1:30,2.6,1.18,1.75,0.28,2.2,1.08,1.68,0.28,103.6,25.14,25.02,463.3,71.31
6/27/2017 1:45,2.74,0.95,1.73,0.37,2.05,0,1.18,0.36,104.6,25.08,24.8,463.3,72.85
6/27/2017 2:00,2.03,0.62,1.14,0.29,1.68,0,0.23,0.39,120.8,24.78,24.37,463.3,75.01
6/27/2017 2:15,1.63,0.45,0.92,0.24,0.85,0,0.04,0.16,133.7,24.6,24.16,463.6,75.38
6/27/2017 2:30,1.35,0.51,0.8,0.17,1,0,0.19,0.31,44.22,24.47,23.87,463.6,77.4
6/27/2017 2:45,0.83,0.33,0.55,0.11,0,0,0,0,78.54,23.95,23.13,463.6,79.61
6/27/2017 3:00,1.32,0.35,0.67,0.22,0.48,0,0.01,0.05,1.493,23.47,22.7,463.6,81.7
6/27/2017 3:15,1.37,0.3,0.76,0.3,0.85,0,0.07,0.18,31.94,22.48,22.18,465.1,84.3
6/27/2017 3:30,1.4,0.43,0.84,0.27,0.63,0,0.01,0.08,19.93,22.81,22.14,465.1,87.3
6/27/2017 3:45,1.13,0.4,0.85,0.17,0.7,0,0.04,0.14,2.381,23.02,22.34,465.1,87.7
6/27/2017 4:00,1.63,0.62,1.23,0.27,0.78,0,0.13,0.21,38.13,22.49,22.11,465.1,88.4
6/27/2017 4:15,1.52,0.43,0.79,0.26,0.78,0,0.05,0.14,42.59,22.52,22.11,466.3,88.4
6/27/2017 4:30,1.18,0,0.45,0.38,0.55,0,0.01,0.08,5.697,22.36,22.06,466.3,88.4
6/27/2017 4:45,0.56,0,0.09,0.18,0,0,0,0,115.9,22.18,21.88,466.3,88.8
6/27/2017 5:00,0.92,0.33,0.67,0.12,0,0,0,0,70.63,22.59,21.87,466.3,89.2
6/27/2017 5:15,0.84,0,0.59,0.21,0,0,0,0,52.66,22.6,22.03,467,88.8
6/27/2017 5:30,1.2,0.32,0.84,0.2,0.93,0,0.22,0.28,41.41,22.18,21.83,467,89.1
6/27/2017 5:45,1.52,0.71,1.19,0.19,1.23,0,0.5,0.39,0.141,22.06,21.69,467,89.6
6/27/2017 6:00,1.79,1.03,1.42,0.17,1.53,0.4,0.98,0.2,341.1,21.61,21.46,467,90.1
6/27/2017 6:15,1.64,0.68,1.23,0.2,1.38,0,0.64,0.41,15.63,21.19,21.11,467.2,91.1
6/27/2017 6:30,1.69,0.57,1,0.19,1,0,0.29,0.35,56.75,21.17,21.05,467.2,91.5
6/27/2017 6:45,1.84,0.16,0.91,0.32,1.23,0,0.24,0.37,169.7,21.47,21.19,467.2,91.6
6/27/2017 7:00,2.21,1.09,1.68,0.23,1.6,0.25,1.11,0.3,137,21.96,21.69,467.2,90.8
6/27/2017 7:15,1.88,0.48,0.95,0.33,1.75,0,0.41,0.5,9.62,22.53,22.39,467.3,88.6
6/27/2017 7:30,1.96,0.57,1.2,0.3,1.6,0,0.78,0.38,99.5,22.76,22.74,467.3,88.5
6/27/2017 7:45,1.89,0.18,1.01,0.39,1.6,0,0.63,0.52,19.2,23.66,23.69,467.3,86
6/27/2017 8:00,1.64,0.21,0.99,0.33,1.6,0,0.57,0.51,112.6,24.52,24.62,467.3,81.6
6/27/2017 8:15,2.7,0.86,1.63,0.42,2.28,0,1.31,0.52,98.8,24.76,25.1,464.1,78.11
6/27/2017 8:30,2.15,0.64,1.3,0.34,2.05,0,1.1,0.47,150.3,25.41,25.82,464.1,75.31
6/27/2017 8:45,2.95,0.63,1.74,0.47,2.43,0,1.45,0.52,133,25.75,26.39,464.1,73.45
6/27/2017 9:00,2.4,0.19,1.32,0.46,2.13,0,0.98,0.54,165.5,26.34,27.05,464.1,70.69
6/27/2017 9:15,2.68,0.46,1.56,0.53,2.35,0,1.21,0.59,184.8,26.64,27.4,461.4,70.38
6/27/2017 9:30,2.27,0,1.25,0.54,2.35,0,1.02,0.63,148,27.08,27.67,461.4,69.5
6/27/2017 9:45,2.59,0.37,1.41,0.51,2.58,0,1.18,0.65,116.7,27.38,28.12,461.4,68.94
6/27/2017 10:00,3.26,0,1.62,0.78,3.25,0,1.36,0.76,152.4,27.71,28.63,461.3,66.59
6/27/2017 10:15,2.77,0.39,1.55,0.61,2.8,0,1.26,0.74,181.9,27.78,28.54,459.1,62.37
6/27/2017 10:30,3.31,0.05,1.84,0.57,3.03,0,1.44,0.58,218.8,27.89,28.51,459.1,64.41
6/27/2017 10:45,2.29,0.49,1.44,0.41,2.5,0,1.2,0.49,117.3,28.44,29.09,459.1,62.32
6/27/2017 11:00,2.75,0.06,1.4,0.63,2.43,0,1.05,0.68,92.1,28.33,29.14,459,62.78
6/27/2017 11:15,2.25,0.22,0.99,0.46,2.28,0,0.68,0.66,120.6,28.77,29.47,457.3,59.21
6/27/2017 11:30,3.55,0.43,1.72,0.67,3.7,0,1.52,0.75,216.8,29.27,30.09,457.3,56.18
6/27/2017 11:45,3.72,0,1.2,0.9,3.7,0,0.91,0.86,84.9,29.96,30.88,457.3,54.98
6/27/2017 12:00,3.63,0,1.07,0.78,2.05,0,0.66,0.64,214.1,29.53,30.15,457.3,57.42
6/27/2017 12:15,3.69,0.93,2.29,0.53,2.73,0.93,1.79,0.4,165.6,28.95,29.52,455.8,56.96
6/27/2017 12:30,2.49,0,1.26,0.54,2.05,0,0.76,0.67,126.9,29.06,29.38,455.8,56.04
6/27/2017 12:45,2.87,0,1.23,0.77,2.05,0,0.91,0.64,245.2,29.69,30.18,455.8,55.88
6/27/2017 13:00,2.34,0.57,1.31,0.4,2.13,0,0.84,0.46,182,29.49,29.72,455.8,54.67
6/27/2017 13:15,3.8,0.21,1.7,0.76,3.18,0,1.12,0.76,194.4,29.57,29.87,456.4,52.8
6/27/2017 13:30,2.49,0,1.02,0.61,2.43,0,0.72,0.65,285.5,30.2,30.61,456.4,51.52
6/27/2017 13:45,1.35,0,0.43,0.46,1.38,0,0.27,0.44,0.094,30.43,30.8,456.4,49.3
6/27/2017 14:00,2.03,0,0.89,0.43,1.68,0,0.43,0.5,106.8,30.37,30.84,456.4,50.24
6/27/2017 14:15,1.67,0,0.73,0.52,1.75,0,0.5,0.53,12.36,30.46,30.76,455.9,49.7
6/27/2017 14:30,1.64,0,0.73,0.46,1.45,0,0.44,0.48,291.4,30.84,31.13,455.9,46.53
6/27/2017 14:45,4.2,0,1.65,1.25,3.78,0,1.33,1.13,103.2,31.54,32.28,455.9,47.49
6/27/2017 15:00,4.86,1.66,3.42,0.67,4.38,1.53,2.89,0.65,120.8,30.65,31.15,455.9,49.58
6/27/2017 15:15,5.14,1.95,3.31,0.68,4.15,1.75,2.8,0.59,81.5,30.14,30.48,455.7,59.61
6/27/2017 15:30,7.84,2.67,4.86,1.21,6.85,2.2,4.25,1.09,115.5,28.25,28.51,455.7,65.63
6/27/2017 15:45,5.75,2.28,3.86,0.88,5.43,2.43,3.77,0.69,91.3,27.88,28.28,455.7,61.67
6/27/2017 16:00,6.33,2.43,4.18,0.96,5.57,1.98,3.65,0.82,96.7,28.08,28.58,455.8,58.21
6/27/2017 16:15,5.87,2.28,3.95,0.79,5.73,1.75,3.46,0.74,116.7,29.21,29.67,458.2,51.45
6/27/2017 16:30,6.11,2.35,4.51,0.85,5.65,1.98,3.81,0.68,89.1,29.79,30.18,458.2,52.27
6/27/2017 16:45,6.57,2.65,4.24,0.86,5.57,2.2,3.74,0.8,57.6,29.37,29.47,458.2,52.74
6/27/2017 17:00,8.1,3.16,5.29,0.9,6.7,2.5,4.6,0.81,91.1,28.66,28.93,458.2,53.75
6/27/2017 17:15,7.61,3.28,5.03,0.96,6.18,2.73,4.57,0.8,93.9,28.75,29.11,458,56.21
6/27/2017 17:30,7.38,2.75,4.86,0.96,6.48,2.28,4.21,0.81,101.9,28.99,29.39,458,56.37
6/27/2017 17:45,8.12,2.38,5.06,1.24,8.2,2.5,4.76,1.2,131.3,28.11,28.27,458,51.95
6/27/2017 18:00,6.02,2.24,4.58,0.89,6.92,1.9,4.1,0.86,153.4,27.34,27.41,458,52.6
6/27/2017 18:15,5.42,2.51,4.23,0.71,4.75,2.28,3.63,0.58,150.3,26.95,27.07,459.7,53.53
6/27/2017 18:30,5.65,2.62,3.81,0.55,4.53,1.83,3,0.54,161.9,27.05,27.49,459.7,55.26
6/27/2017 18:45,3.88,1.24,2.75,0.54,3.33,0.7,2.22,0.51,134.3,26.99,27.56,459.7,57.1
6/27/2017 19:00,3.5,0.93,2.24,0.56,3.03,0.78,1.89,0.44,141.9,27.41,28.05,459.7,53.91
6/27/2017 19:15,3.49,0.82,2.18,0.63,2.95,0.63,1.91,0.45,120.9,27.6,28.17,459,55.82
6/27/2017 19:30,5,1.54,3.09,0.68,4.23,1.53,2.61,0.54,121.6,27.52,27.93,459,57.14
6/27/2017 19:45,4.68,1.8,3.03,0.66,4.3,1.23,2.58,0.65,105.2,27.57,27.82,459,57.31
6/27/2017 20:00,4.31,1.63,2.73,0.59,3.93,1.3,2.36,0.58,129.9,27.56,27.74,459.1,59.36
6/27/2017 20:15,4.6,1.07,3.08,0.69,3.78,1.08,2.44,0.57,81.6,27.28,27.3,460.3,62.53
6/27/2017 20:30,4.27,1.62,2.88,0.62,4.08,1.08,2.41,0.62,96.5,27,26.87,460.3,64.83
6/27/2017 20:45,4.18,1.53,2.78,0.67,3.93,1.3,2.35,0.58,107.9,26.82,26.68,460.3,67.07
6/27/2017 21:00,4.93,1.76,3.22,0.63,3.55,1.6,2.61,0.48,128.8,26.76,26.6,460.3,68.2
6/27/2017 21:15,5.23,1.69,3.01,0.74,3.7,1.3,2.51,0.56,105.9,26.77,26.6,461.4,69.15
6/27/2017 21:30,3.61,1.21,2.33,0.45,2.8,1,1.75,0.39,111.5,26.61,26.38,461.4,70.45
6/27/2017 21:45,3.93,1.32,2.51,0.61,3.25,0.85,2.03,0.53,98.6,26.6,26.36,461.4,69.67
6/27/2017 22:00,4.14,1.48,2.75,0.56,3.63,1.08,2.22,0.52,106.9,26.63,26.44,461.4,69.12
6/27/2017 22:15,3.63,1.76,2.62,0.44,3.25,1.08,2.08,0.5,102.4,26.51,26.3,462.7,69.51
6/27/2017 22:30,4.79,1.93,3.16,0.61,3.85,1.45,2.53,0.51,98,26.53,26.33,462.7,69.29
6/27/2017 22:45,3.9,1.45,2.5,0.54,3.48,1,1.95,0.46,96.5,26.37,26.14,462.7,70.65
6/27/2017 23:00,3.95,1.57,2.57,0.52,3.18,1.15,2.09,0.47,113.5,26.22,26,462.7,71.51
6/27/2017 23:15,4.68,1.8,3.12,0.57,4,1.3,2.5,0.56,115.9,26.22,26.02,463,71.96
6/27/2017 23:30,5.12,1.43,3.39,0.72,4.3,1.38,2.77,0.61,105.8,26.22,26.06,463,72.25
6/27/2017 23:45,5.35,1.79,3.55,0.84,4.75,1.53,2.93,0.68,115.9,26.19,26.04,463,72.26
6/28/2017 0:00,7.39,1.9,3.69,1,5.88,1.83,3.27,0.8,111.1,26.23,26.11,463,72.17
6/28/2017 0:15,6.88,2.41,3.89,0.88,5.95,2.05,3.96,0.8,157,26.24,26.19,462.7,71.65
6/28/2017 0:30,6.03,2.18,3.96,0.77,5.27,2.2,3.76,0.66,150.4,26.14,26.08,462.7,71.55
6/28/2017 0:45,5.44,1.77,3.74,0.73,4.6,1.3,3.25,0.67,155.2,26.02,25.93,462.7,72.3
6/28/2017 1:00,4.55,1.65,3.18,0.66,4.23,1.3,2.79,0.53,144.9,25.8,25.72,462.7,73.53
6/28/2017 1:15,4.35,1.84,2.95,0.61,4.53,1.68,2.85,0.66,117.7,25.56,25.49,462.8,74.55
6/28/2017 1:30,3.94,1.37,2.76,0.57,3.85,1.68,2.71,0.5,112.6,25.35,25.28,462.8,75.71
6/28/2017 1:45,4.54,1.37,2.91,0.62,4,1.45,2.58,0.56,149.8,25.2,25.11,462.8,76.27
6/28/2017 2:00,5.14,1.73,3.21,0.68,4.23,1.3,2.83,0.49,121.4,25.12,25.02,462.8,76.01
6/28/2017 2:15,5.1,2.04,3.2,0.6,5.13,1.83,3,0.58,140.4,24.95,24.87,463.1,75.56
6/28/2017 2:30,5.88,2.7,4,0.6,4.98,1.9,3.26,0.61,148.7,24.85,24.73,463.1,75.55
6/28/2017 2:45,5.02,2.32,3.54,0.6,4.38,1.83,2.92,0.62,149,24.64,24.53,463.1,76.6
6/28/2017 3:00,4.24,1.95,3.02,0.5,3.63,1.3,2.35,0.5,152,24.4,24.25,463.1,77.66
6/28/2017 3:15,3.88,1.83,2.88,0.43,3.25,1.15,2.19,0.46,146.5,24.23,24.06,463.9,79.17
6/28/2017 3:30,3.99,1.83,2.8,0.44,3.03,1.3,2.21,0.4,147.8,24.03,23.87,463.9,80.1
6/28/2017 3:45,3.64,1.8,2.75,0.37,2.95,1.38,2.1,0.32,150.3,23.89,23.73,463.9,81.3
6/28/2017 4:00,3.81,1.95,2.82,0.38,2.95,1.23,2.02,0.38,139.2,23.77,23.59,464,82.5
6/28/2017 4:15,4.18,1.9,2.72,0.43,3.1,1.08,1.97,0.44,136.9,23.73,23.52,465.5,83.2
6/28/2017 4:30,4.09,1.96,2.83,0.44,3.33,1.38,2.26,0.46,153.9,23.63,23.51,465.5,83.2
6/28/2017 4:45,3.98,1.8,2.89,0.49,3.25,1.08,2.23,0.5,143.1,23.54,23.43,465.5,83.7
6/28/2017 5:00,4.8,1.92,2.95,0.55,4.53,1.75,2.62,0.49,132.7,23.46,23.36,465.5,83.9
6/28/2017 5:15,3.81,1.55,2.71,0.53,3.93,1.75,2.62,0.45,124.3,23.32,23.25,465.2,84.7
6/28/2017 5:30,4.29,2.11,3.1,0.47,4.08,1.75,2.75,0.45,114.4,23.23,23.16,465.2,86
6/28/2017 5:45,4.07,1.55,2.8,0.55,3.85,1.3,2.65,0.47,98.1,23.09,23.04,465.2,87.5
6/28/2017 6:00,5.06,1.59,3.12,0.84,4.68,1.38,2.72,0.62,149.7,22.91,22.85,465.3,88
6/28/2017 6:15,5.1,2.18,3.58,0.64,4.08,1.6,2.83,0.59,144.1,22.85,22.75,465.9,88.2
6/28/2017 6:30,5.06,1.93,3.15,0.65,4.15,0.85,2.32,0.58,139,22.69,22.59,465.9,88.8
6/28/2017 6:45,4.08,1.85,2.8,0.48,3.48,1.23,2.14,0.52,140.3,22.63,22.55,465.9,89.1
6/28/2017 7:00,3.67,1.7,2.77,0.44,3.25,1.15,2.09,0.46,165.5,22.66,22.64,465.9,89.1
6/28/2017 7:15,4.07,1.62,2.91,0.53,3.1,0.85,2.04,0.5,151.4,22.95,23.01,465.6,88.3
6/28/2017 7:30,4.85,1.92,3.41,0.62,4,1.08,2.56,0.53,165,23.28,23.43,465.6,86.9
6/28/2017 7:45,5.25,2.53,3.71,0.54,4.15,1.9,2.82,0.53,154.6,23.53,23.77,465.6,85.2
6/28/2017 8:00,5.1,1.92,3.67,0.62,4.08,1.68,2.9,0.59,164.8,23.8,24.13,465.6,82.4
6/28/2017 8:15,5.97,2.75,4.22,0.7,4.83,1.98,3.34,0.61,160.5,24.11,24.45,464,79.98
6/28/2017 8:30,6.19,2.92,4.66,0.67,4.98,1.9,3.46,0.71,174.5,24.44,24.89,464,74.56
6/28/2017 8:45,7.11,2.86,4.67,0.86,5.27,1.53,3.38,0.75,169.7,24.89,25.35,464,71.39
6/28/2017 9:00,8.22,2.88,4.77,0.9,6.7,1.75,3.44,0.84,177.1,25.12,25.66,463.9,69.58
6/28/2017 9:15,6.84,3.08,4.82,0.83,5.57,1.83,3.74,0.79,168.4,25.46,26.01,461.9,67.67
6/28/2017 9:30,7.11,3.19,5.36,0.92,6.4,2.28,4.47,0.93,127.6,25.54,26.08,461.9,68.69
6/28/2017 9:45,7,2.8,4.92,0.94,6.25,2.43,4,0.8,142.9,25.89,26.5,461.9,65.61
6/28/2017 10:00,6.95,3.15,5.16,0.78,5.88,2.28,4.12,0.76,155.8,26.01,26.72,461.9,64.88
6/28/2017 10:15,5.82,2.48,4.04,0.71,4.9,1.9,3.38,0.57,137.1,26.39,27.11,460.7,64.63
6/28/2017 10:30,7.35,1.7,4.76,1.05,6.7,1.75,4.06,0.93,163.9,26.68,27.36,460.7,59.74
6/28/2017 10:45,6.5,3.27,4.91,0.81,5.73,2.28,3.83,0.68,158.7,26.83,27.67,460.7,60.49
6/28/2017 11:00,7.81,3.13,5.05,0.96,6.85,2.35,4.28,0.9,157.1,27.04,27.78,460.6,58.59
6/28/2017 11:15,5.69,2.21,3.89,0.7,4.98,2.05,3.31,0.62,149,27.5,28.26,459.3,58.78
6/28/2017 11:30,6.21,1.31,3.53,0.96,5.65,1,2.99,0.97,151.3,27.71,28.43,459.3,57.14
6/28/2017 11:45,6.11,2.14,4.09,0.72,5.73,1.6,3.22,0.74,165.7,27.56,28.15,459.3,57.11
6/28/2017 12:00,6.16,2.4,4.24,0.89,5.27,2.2,3.73,0.7,168.7,28.11,28.75,459.3,57.54
6/28/2017 12:15,6.49,2.33,4.38,0.9,5.35,2.2,3.55,0.8,146.6,27.98,28.63,458.9,54.78
6/28/2017 12:30,6.34,2.91,4.63,0.85,5.88,2.43,4.18,0.77,143.3,28.33,29.07,458.9,53.31
6/28/2017 12:45,5.51,2.02,4,0.78,5.27,1.75,3.22,0.79,113,28.33,29,458.9,56.19
6/28/2017 13:00,6.36,2.17,4.52,0.77,5.65,2.58,3.81,0.62,148.8,28.77,29.47,458.9,53.55
6/28/2017 13:15,7.41,1.84,4.06,1.34,7.38,1.23,3.63,1.18,147.9,29.17,29.88,458.1,49.86
6/28/2017 13:30,7.04,3.21,5.1,0.92,5.88,2.73,4.22,0.8,111.8,28.87,29.57,458.1,52.54
6/28/2017 13:45,7.03,2.93,4.56,0.94,5.57,2.2,4.16,0.78,188.1,29.39,29.96,458.1,51.37
6/28/2017 14:00,6.82,2.63,4.84,1.13,5.95,2.05,4.14,0.92,140.9,29.51,30.11,458.1,51.62
6/28/2017 14:15,8.34,2.19,4.74,1.26,6.85,2.2,4.11,1.03,148.6,29.48,29.91,457.6,49.76
6/28/2017 14:30,7.16,2.45,4.35,1.06,6.18,2.05,4.01,0.91,125.6,29.56,29.96,457.6,50.94
6/28/2017 14:45,7.64,2.46,4.47,1.24,6.7,2.13,4.19,1.06,110.5,29.85,30.29,457.6,51.73
6/28/2017 15:00,8.14,2.9,5.55,1.08,6.78,2.73,4.99,0.93,156.3,29.95,30.4,457.6,48.81
6/28/2017 15:15,7.22,2.36,4.73,1.13,6.1,2.13,4.17,0.91,143,30.15,30.69,457.4,47.36
6/28/2017 15:30,7.66,3.22,5.44,1.18,6.85,2.88,4.84,0.93,111.8,30.15,30.72,457.4,46.07
6/28/2017 15:45,8.16,3.05,5.57,1.19,7,2.58,4.77,0.99,134,30.47,31.08,457.4,46.58
6/28/2017 16:00,7.82,3.24,5.53,1.21,6.92,2.65,4.84,1.03,134.2,30.68,31.27,457.4,44.02
6/28/2017 16:15,8.6,2.19,5.65,1.26,6.62,2.5,5,1.02,148.4,30.68,31.23,456,43.1
6/28/2017 16:30,8.93,3.16,5.49,1.27,7.08,2.65,4.88,0.96,116.1,30.72,31.28,456,42.8
6/28/2017 16:45,9.16,2.79,5.66,1.29,8.13,2.28,5.15,1.09,140.9,30.64,31.02,456,43.9
6/28/2017 17:00,7.23,2.81,4.67,0.95,6.78,2.2,4.22,0.88,132.3,30.53,30.93,456,46.7
6/28/2017 17:15,8.49,2.32,5.29,1.22,7.3,2.65,4.68,0.98,146,30.81,31.35,456.2,43.44
6/28/2017 17:30,9.99,3.36,6.01,1.38,8.13,3.03,5.14,1.16,133.5,30.8,31.31,456.2,42.16
6/28/2017 17:45,8.59,3.89,5.83,0.89,7.67,2.88,5.25,0.84,147.7,30.75,31.13,456.2,43.48
6/28/2017 18:00,8.92,2.45,5.64,1.22,7.15,2.8,5.02,0.98,147.9,30.82,31.22,456.2,44.81
6/28/2017 18:15,9.21,3.77,6.47,1.24,7.9,3.33,5.45,1.09,140.9,30.72,31.14,456.3,42.77
6/28/2017 18:30,9.31,3.85,6.35,1.18,8.27,3.25,5.54,1.05,142.5,30.71,31.03,456.3,43.68
6/28/2017 18:45,8.3,3.11,5.41,0.96,7.08,2.88,4.83,0.89,146.7,30.82,31.18,456.3,43.85
6/28/2017 19:00,9.84,3.45,7,1.42,9.47,2.8,5.87,1.32,150.2,30.49,30.81,456.3,45.12
6/28/2017 19:15,8.72,2.98,5.5,1.2,7.3,3.18,4.91,0.92,132.9,30.42,30.68,457.1,44.69
6/28/2017 19:30,8.98,3.58,5.73,0.97,6.55,2.95,4.81,0.71,167.3,30.29,30.55,457.1,46.45
6/28/2017 19:45,7.23,2.76,4.76,0.88,6.18,2.2,4.1,0.81,146.9,30.13,30.38,457.1,47.07
6/28/2017 20:00,6.2,2.59,4.52,0.76,5.43,1.9,3.75,0.72,144.6,29.97,30.15,457.1,47.7
6/28/2017 20:15,7.55,2.84,4.94,1.05,6.1,2.43,4.09,0.86,137.3,29.78,29.8,457.6,48.78
6/28/2017 20:30,5.61,2.65,4.18,0.68,4.83,2.13,3.51,0.57,145.6,29.6,29.54,457.6,50.14
6/28/2017 20:45,5.56,2.06,3.43,0.74,4.53,1.45,2.74,0.58,148.1,29.37,29.23,457.6,51.44
6/28/2017 21:00,6.72,2.18,3.8,0.87,5.2,1.68,3.3,0.78,143.8,29.26,29.12,457.6,51.8
6/28/2017 21:15,4.91,2.32,3.42,0.53,4.45,1.6,2.9,0.5,152.5,28.98,28.85,459,53.01
6/28/2017 21:30,4.36,1.74,3,0.51,4.15,1.45,2.59,0.54,153.2,28.85,28.7,459,52.91
6/28/2017 21:45,4.38,1.77,2.86,0.54,4.38,1.68,2.7,0.5,129.3,28.73,28.61,459,53.48
6/28/2017 22:00,3.29,1.38,2.28,0.41,3.33,1.08,2.22,0.5,149.6,28.45,28.33,459,54.9
6/28/2017 22:15,3.17,1.14,2.05,0.41,3.4,1,1.95,0.48,118.3,28.21,28.05,460.2,56.46
6/28/2017 22:30,4.43,1.32,2.75,0.66,4.38,1,2.46,0.69,114.7,28.08,27.89,460.2,56.69
6/28/2017 22:45,5.55,1.7,3.38,0.75,5.05,1.9,3.21,0.67,124.2,28.12,28,460.2,56.48
6/28/2017 23:00,5.57,2.03,3.44,0.73,5.05,2.2,3.4,0.63,134.7,28.06,27.96,460.2,56.79
6/28/2017 23:15,5.55,2,3.61,0.79,5.35,2.2,3.56,0.67,153.6,27.91,27.83,460.8,57.29
6/28/2017 23:30,5.87,1.73,3.07,0.79,5.27,1.75,3.06,0.79,107.1,27.64,27.54,460.8,59.39
6/28/2017 23:45,3.63,1.46,2.46,0.44,4.23,1.38,2.29,0.49,146.3,27.21,27.05,460.8,61.55
6/29/2017 0:00,3.95,1.51,2.58,0.54,3.63,1.45,2.52,0.43,131.7,27.07,26.95,460.8,62.41
6/29/2017 0:15,3.89,1.9,2.52,0.39,3.85,1.53,2.59,0.47,145.7,26.93,26.83,461.6,63
6/29/2017 0:30,3.81,1.54,2.63,0.49,3.63,1,2.49,0.49,118.5,26.89,26.76,461.6,63.16
6/29/2017 0:45,3.96,1.37,2.25,0.44,3.55,1.08,2.04,0.5,135.1,26.67,26.51,461.6,64.93
6/29/2017 1:00,3.81,1.21,2.42,0.54,3.33,1.15,2.19,0.47,140.7,26.55,26.37,461.7,65.44
6/29/2017 1:15,4.07,1.35,2.64,0.64,4,1.15,2.54,0.53,151.2,26.5,26.39,462.9,65.39
6/29/2017 1:30,5.06,1.98,3.41,0.71,4.9,1.98,3.25,0.65,144,26.51,26.42,462.9,65.57
6/29/2017 1:45,6.02,2.24,3.83,0.74,5.43,2.43,3.67,0.61,145.3,26.49,26.41,462.9,66.29
6/29/2017 2:00,6.02,2.49,3.89,0.71,5.05,2.2,3.55,0.6,116,26.37,26.26,462.9,66.97
6/29/2017 2:15,6.87,2.82,4.6,0.96,6.18,2.58,4.18,0.75,152.1,26.29,26.21,462.7,67.49
6/29/2017 2:30,7.4,2.75,4.44,0.96,6.25,2.65,4.02,0.86,121,26.11,26.04,462.7,68.85
6/29/2017 2:45,5.8,2.69,4.07,0.74,5.2,2.5,3.73,0.6,142.7,25.92,25.84,462.7,69.72
6/29/2017 3:00,6.98,2.97,4.61,0.89,6.4,2.58,4.06,0.76,134.8,25.75,25.65,462.7,70.57
6/29/2017 3:15,7.09,3.12,5.03,1.02,6.03,2.43,4.44,0.83,149.6,25.6,25.52,463.5,71.58
6/29/2017 3:30,6.53,1.87,4.49,1.07,6.48,2.28,4.22,0.9,137.4,25.39,25.33,463.5,73.11
6/29/2017 3:45,6.93,2.34,4.55,0.94,5.5,1.98,4.22,0.72,105.5,25.2,25.13,463.5,73.5
6/29/2017 4:00,7.35,2.7,4.81,0.92,6.7,2.58,4.43,0.75,146.7,25.04,24.97,463.5,74
6/29/2017 4:15,8.22,3.15,5.32,1.04,6.7,2.88,4.72,0.86,119.4,24.88,24.81,464.5,74.87
6/29/2017 4:30,8.6,3.29,5.48,0.97,7.38,2.5,4.61,0.91,142.3,24.71,24.63,464.5,76.5
6/29/2017 4:45,7.34,2.6,4.68,0.89,6.62,2.05,3.9,0.77,127.2,24.51,24.43,464.5,77.86
6/29/2017 5:00,7.11,2.85,5.08,0.95,5.8,2.05,4.01,0.86,157.3,24.37,24.27,464.5,79.1
6/29/2017 5:15,6.23,2.44,4.24,0.83,5.27,1.9,3.25,0.74,153.5,24.2,24.09,464.8,80.2
6/29/2017 5:30,5.58,2.53,3.92,0.7,4.6,1.38,3.25,0.64,135.7,24.09,24,464.8,80.9
6/29/2017 5:45,4.94,1.98,3.61,0.66,4.23,1.3,2.8,0.71,154.4,24.01,23.88,464.8,81.7
6/29/2017 6:00,5.26,2.31,3.49,0.6,4,1.68,2.74,0.53,163.4,23.93,23.83,464.8,82.5
6/29/2017 6:15,5.77,2.41,3.8,0.68,4.98,1.38,3,0.75,148.1,23.95,23.9,465.2,82.6
6/29/2017 6:30,5.95,1.82,4.09,0.72,5.2,1.98,3.34,0.64,151.7,24.04,24.02,465.2,82.5
6/29/2017 6:45,6.03,2.07,4.07,0.79,4.83,1.83,3.26,0.67,143.3,24.09,24.08,465.2,82.6
6/29/2017 7:00,5.85,2.66,4.07,0.69,4.75,1.75,3.05,0.65,150.6,24.16,24.14,465.2,82.5
6/29/2017 7:15,8.52,2.83,4.81,1.03,6.62,1.98,3.55,0.8,174.9,24.14,24.15,464.5,82.6
6/29/2017 7:30,6.97,3.21,4.86,0.76,5.73,1.83,3.68,0.74,143.2,24.12,24.15,464.5,82.6
6/29/2017 7:45,7.41,2.97,4.83,0.92,5.57,1.83,3.61,0.78,156.7,24.12,24.17,464.5,82.7
6/29/2017 8:00,6.07,3.02,4.38,0.68,4.9,1.98,3.24,0.63,152.8,24.2,24.29,464.5,82.2
6/29/2017 8:15,6.14,2.43,4.39,0.87,5.43,2.05,3.36,0.74,143.7,24.37,24.54,464,81.5
6/29/2017 8:30,6.65,3,4.59,0.83,5.88,2.13,3.6,0.71,172.5,24.58,24.8,464,80.5
6/29/2017 8:45,7.08,3.28,5.04,0.72,5.5,1.9,3.8,0.63,170.5,24.76,25,464,79.41
6/29/2017 9:00,6.28,3.1,4.6,0.68,5.05,2.28,3.43,0.64,154,25.05,25.31,464,77.64
